Player ID,X Location,Y Location,Total_Seconds_Remaining,Shot_Type_Encoded,Shot_Distance_Meters,Shot_Zone_Combined,Shot Made Flag
2590,-82,209,593,2,6.7056000000000004,3,1
1088,32,112,261,2,3.3528000000000002,2,0
2210,-77,176,413,2,5.7912,3,0
2544,-57,108,326,2,3.6576000000000004,2,1
202331,20,268,329,3,7.9248,5,0
201565,-145,115,278,2,5.486400000000001,3,0
201565,-209,137,20,3,7.315200000000001,5,0
1885,0,0,430,2,0.0,1,1
201563,32,246,465,3,7.315200000000001,5,0
2207,-34,52,264,2,1.8288000000000002,2,0
358,0,0,382,2,0.0,1,0
202391,14,7,65,2,0.3048,1,1
1629018,19,269,549,3,7.9248,5,0
202691,71,242,42,3,7.62,5,0
978,-141,212,235,3,7.62,5,0
977,94,247,616,3,7.9248,5,0
757,203,148,553,3,7.62,5,1
2749,-168,-5,188,2,4.8768,3,0
1720,-178,-6,106,2,5.1816,3,0
1897,156,5,334,2,4.572,4,1
2052,225,-3,380,3,6.7056000000000004,6,0
2571,-19,9,51,2,0.6096,1,0
754,-184,174,706,3,7.62,5,1
2400,87,20,113,2,2.4384,4,0
406,2,7,398,2,0.0,1,1
2061,30,207,309,2,6.096,4,0
1890,0,0,3,2,0.0,1,1
101131,90,43,493,2,2.7432000000000003,4,0
2046,0,0,423,2,0.0,1,1
1891,-119,228,565,3,7.62,5,0
201145,77,265,250,3,8.2296,5,1
2571,0,0,142,2,0.0,1,0
1531,0,0,568,2,0.0,1,1
2436,-6,-8,276,2,0.3048,1,1
202730,-6,41,110,2,1.2192,2,0
203954,0,-6,690,2,0.0,1,1
949,20,10,188,2,0.6096,1,1
1629066,-16,1,382,2,0.3048,1,1
428,89,160,558,2,5.486400000000001,4,1
202691,123,144,80,2,5.486400000000001,4,0
203897,-184,159,93,3,7.315200000000001,5,1
2216,9,47,340,2,1.2192,2,0
203076,-110,223,322,3,7.315200000000001,5,1
2756,66,239,485,3,7.315200000000001,5,0
201566,-229,22,153,3,7.010400000000001,6,0
1495,18,40,30,2,1.2192,2,0
1626181,-111,170,593,2,6.096,3,0
203953,-1,7,148,2,0.0,1,0
2200,0,0,209,2,0.0,1,0
2546,203,148,375,3,7.62,5,0
2561,-97,170,375,2,5.7912,3,1
1903,56,179,122,2,5.486400000000001,4,1
361,11,51,414,2,1.524,2,0
200756,0,0,575,2,0.0,1,1
201142,-26,212,2,2,6.4008,4,0
201147,151,86,50,2,5.1816,4,0
2041,43,56,620,2,2.1336,2,1
1889,77,127,183,2,4.2672,2,1
101138,-29,77,195,2,2.4384,2,1
201945,-4,6,582,2,0.0,1,1
2216,20,0,642,2,0.6096,1,1
201148,7,8,594,2,0.3048,1,1
2211,190,167,260,3,7.62,5,0
201242,203,181,608,3,8.2296,5,0
203506,156,228,441,3,8.2296,5,0
469,-27,80,162,2,2.4384,2,1
202083,-243,-19,412,3,7.315200000000001,6,0
2679,58,115,588,2,3.6576000000000004,2,1
201588,-60,242,486,3,7.315200000000001,5,1
2047,46,10,650,2,1.2192,2,0
203115,121,31,102,2,3.6576000000000004,4,0
1628469,49,254,565,3,7.62,5,1
2736,9,4,510,2,0.0,1,1
101114,0,0,486,2,0.0,1,0
2550,182,184,460,3,7.62,5,0
2260,130,86,486,2,4.572,4,0
201153,0,0,667,2,0.0,1,1
739,-69,258,252,3,7.9248,5,1
200765,4,48,124,2,1.2192,2,1
201581,-5,9,507,2,0.3048,1,1
397,178,110,101,2,6.096,4,0
203078,-11,8,508,2,0.3048,1,1
948,0,0,518,2,0.0,1,0
1886,149,155,0,2,6.4008,4,1
1515,-8,19,539,2,0.6096,1,1
947,0,0,6,2,0.0,1,1
203901,-5,15,413,2,0.3048,1,0
201961,130,159,110,2,6.096,4,0
2050,108,120,212,2,4.8768,4,0
1629639,32,257,593,3,7.62,5,0
1863,50,123,545,2,3.9624,2,1
202738,53,9,55,2,1.524,2,0
689,0,0,591,2,0.0,1,1
57,-147,93,474,2,5.1816,3,0
1734,51,89,469,2,3.048,2,0
203933,22,7,444,2,0.6096,1,1
1629598,230,32,41,3,7.010400000000001,6,0
400,-149,109,185,2,5.486400000000001,3,1
203901,-32,31,624,2,1.2192,2,0
2735,-4,9,573,2,0.0,1,1
201943,45,242,486,3,7.315200000000001,5,0
2243,204,25,675,2,6.096,4,1
200760,247,19,288,3,7.315200000000001,6,0
467,-227,17,198,3,6.7056000000000004,6,0
2419,40,164,313,2,4.8768,4,0
1536,39,58,55,2,1.8288000000000002,2,0
951,-235,156,512,3,8.5344,5,0
1513,0,0,696,2,0.0,1,1
2037,13,153,649,2,4.572,4,1
2216,141,107,274,2,5.1816,4,0
406,0,0,465,2,0.0,1,0
406,-132,72,688,2,4.572,3,1
947,55,149,269,2,4.572,4,0
202330,-70,58,702,2,2.7432000000000003,2,0
893,87,169,49,2,5.7912,4,0
201587,0,-6,333,2,0.0,1,1
2754,12,11,572,2,0.3048,1,1
1629633,23,260,382,3,7.9248,5,0
202338,54,20,158,2,1.524,2,0
1802,34,33,421,2,1.2192,2,1
2210,-209,118,124,3,7.315200000000001,5,0
203585,79,255,549,3,7.9248,5,1
779,0,0,314,2,0.0,1,0
937,0,0,326,2,0.0,1,0
978,0,0,265,2,0.0,1,1
922,-162,30,7,2,4.8768,3,0
202693,36,17,327,2,0.9144000000000001,1,1
722,105,23,30,2,3.048,4,0
2429,-10,31,639,2,0.9144000000000001,1,0
56,1,25,339,2,0.6096,1,1
2045,-199,176,496,3,7.9248,5,0
441,136,224,470,3,7.9248,5,0
1882,0,0,559,2,0.0,1,1
101153,121,155,615,2,5.7912,4,0
406,23,8,234,2,0.6096,1,1
202703,-188,168,318,3,7.62,5,1
201957,73,12,138,2,2.1336,2,0
1894,-179,187,514,3,7.62,5,0
714,-29,224,448,2,6.7056000000000004,4,0
45,66,222,579,2,7.010400000000001,4,1
2562,16,10,302,2,0.3048,1,0
389,-102,-3,495,2,3.048,3,0
324,0,0,536,2,0.0,1,0
1628966,231,26,449,3,7.010400000000001,6,0
77,-149,219,89,3,7.9248,5,0
203112,78,238,706,3,7.62,5,1
200751,-189,169,108,3,7.62,5,0
2804,100,26,241,2,3.048,4,0
101114,-136,208,60,3,7.315200000000001,5,1
397,148,133,468,2,5.7912,4,0
201579,2,66,528,2,1.8288000000000002,2,0
1749,0,0,42,2,0.0,1,1
699,-225,13,217,3,6.7056000000000004,6,0
234,-145,106,415,2,5.1816,3,0
238,0,0,705,2,0.0,1,1
977,0,0,236,2,0.0,1,1
757,-235,45,331,3,7.010400000000001,6,1
101185,136,215,365,3,7.62,5,0
2248,-87,176,150,2,5.7912,3,0
203506,242,37,88,3,7.315200000000001,6,1
711,0,0,279,2,0.0,1,1
959,184,151,144,3,7.010400000000001,5,0
201162,-23,1,57,2,0.6096,1,0
202711,-191,168,509,3,7.62,5,0
2748,31,91,134,2,2.7432000000000003,2,0
77,149,196,529,3,7.315200000000001,5,0
949,-21,59,652,2,1.8288000000000002,2,1
2410,-107,247,340,3,7.9248,5,0
2590,138,201,399,3,7.315200000000001,5,1
2742,21,15,61,2,0.6096,1,1
202087,53,50,530,2,2.1336,2,0
203084,24,0,654,2,0.6096,1,0
467,72,169,609,2,5.486400000000001,4,1
201147,-70,20,5,2,2.1336,2,0
2225,129,159,276,2,6.096,4,0
1536,-108,53,52,2,3.6576000000000004,3,0
959,0,0,23,2,0.0,1,0
101137,1,192,40,2,5.7912,4,0
446,98,245,582,3,7.9248,5,0
201,0,0,526,2,0.0,1,0
1717,22,17,95,2,0.6096,1,0
1713,-57,129,364,2,4.2672,2,0
1717,170,33,575,2,5.1816,4,1
2404,-31,58,197,2,1.8288000000000002,2,1
2045,0,0,243,2,0.0,1,1
1442,117,28,477,2,3.6576000000000004,4,1
203953,-185,171,296,3,7.62,5,0
101114,-164,71,371,2,5.1816,3,0
1627759,128,5,211,2,3.6576000000000004,4,1
923,-199,1,33,2,5.7912,3,1
201944,97,66,56,2,3.3528000000000002,4,0
101108,-159,49,164,2,4.8768,3,1
203109,-246,62,33,3,7.62,6,0
101123,75,155,699,2,5.1816,4,0
101108,-100,173,549,2,5.7912,3,0
201942,143,28,531,2,4.2672,4,0
200811,-4,63,403,2,1.8288000000000002,2,0
757,-91,222,164,3,7.010400000000001,5,0
202730,162,-10,413,2,4.8768,4,0
1627732,-136,163,249,2,6.4008,3,0
2575,227,5,213,3,6.7056000000000004,6,0
101155,1,47,138,2,1.2192,2,0
243,-89,267,250,3,8.5344,5,0
949,-69,92,627,2,3.3528000000000002,2,0
708,-59,63,105,2,2.4384,2,0
757,-23,261,431,3,7.9248,5,0
1891,-158,5,439,2,4.572,3,0
979,-18,181,316,2,5.486400000000001,4,0
201583,21,6,491,2,0.6096,1,0
1888,-94,84,436,2,3.6576000000000004,3,1
1065,0,0,76,2,0.0,1,0
281,71,155,286,2,5.1816,4,0
727,-56,176,547,2,5.486400000000001,4,1
2572,38,82,188,2,2.7432000000000003,2,1
201980,-182,189,547,3,7.9248,5,0
1626143,-8,19,640,2,0.6096,1,0
201573,190,0,84,2,5.7912,4,0
1503,-123,225,266,3,7.62,5,1
101106,-34,39,643,2,1.524,2,0
2592,234,34,370,3,7.010400000000001,6,0
1628021,0,1,229,2,0.0,1,1
673,-59,40,82,2,2.1336,2,0
201945,-73,164,320,2,5.1816,3,0
200755,168,50,266,2,5.1816,4,0
1628374,-7,2,683,2,0.0,1,1
203138,-235,-22,363,3,7.010400000000001,6,0
2073,31,202,65,2,6.096,4,0
923,236,-9,558,3,7.010400000000001,6,1
2225,146,81,249,2,4.8768,4,1
200782,-237,26,575,3,7.010400000000001,6,1
201158,19,159,21,2,4.8768,4,0
952,0,0,547,2,0.0,1,1
2804,15,196,40,2,5.7912,4,0
686,0,0,50,2,0.0,1,0
201627,-172,179,43,3,7.315200000000001,5,1
203118,136,216,667,3,7.62,5,1
202330,-2,16,677,2,0.3048,1,1
1628384,130,219,558,3,7.62,5,0
213,0,0,215,2,0.0,1,1
201574,-78,149,591,2,4.8768,3,1
201564,170,195,423,3,7.62,5,0
200771,-228,15,79,3,6.7056000000000004,6,0
893,100,130,169,2,4.8768,4,1
204060,-11,96,187,2,2.7432000000000003,2,0
101139,18,30,241,2,0.9144000000000001,1,1
1629639,-106,248,174,3,7.9248,5,0
201580,-9,35,473,2,0.9144000000000001,1,0
1891,105,224,68,3,7.315200000000001,5,0
101108,152,199,594,3,7.62,5,1
2744,-193,88,111,2,6.4008,3,1
2405,0,0,60,2,0.0,1,1
2736,-117,161,598,2,5.7912,3,0
898,143,143,471,2,6.096,4,0
2210,0,0,360,2,0.0,1,0
202357,-34,4,443,2,0.9144000000000001,1,1
243,-164,63,465,2,5.1816,3,1
101150,243,36,413,3,7.315200000000001,6,0
201577,-10,6,95,2,0.3048,1,1
200779,-180,173,269,3,7.315200000000001,5,1
252,149,72,198,2,4.8768,4,0
951,121,57,240,2,3.9624,4,0
2548,47,167,463,2,5.1816,4,0
978,93,229,276,3,7.315200000000001,5,1
2744,-97,145,606,2,5.1816,3,0
1889,0,0,221,2,0.0,1,1
201572,4,269,380,3,7.9248,5,0
2030,16,4,123,2,0.3048,1,1
2554,230,105,173,3,7.62,5,0
1882,8,57,420,2,1.524,2,0
101131,-125,124,244,2,5.1816,3,1
201568,-174,170,285,3,7.315200000000001,5,0
1888,-153,23,601,2,4.572,3,0
1713,187,160,376,3,7.315200000000001,5,0
202713,113,116,629,2,4.8768,4,0
2200,-143,141,486,2,6.096,3,1
1628467,-170,216,506,3,8.2296,5,0
977,95,28,267,2,2.7432000000000003,4,1
202396,-10,11,187,2,0.3048,1,1
2756,0,0,436,2,0.0,1,0
101154,92,25,673,2,2.7432000000000003,4,0
203935,182,178,187,3,7.62,5,0
2072,0,0,161,2,0.0,1,1
201957,-122,14,624,2,3.6576000000000004,3,0
2747,-4,0,79,2,0.0,1,1
201627,-180,4,40,2,5.486400000000001,3,1
1890,7,6,217,2,0.0,1,0
164,-132,115,232,2,5.1816,3,0
201933,-132,101,10,2,4.8768,3,1
1497,-232,7,279,3,7.010400000000001,6,0
2221,181,22,93,2,5.486400000000001,4,1
711,33,215,3,2,6.4008,4,1
84,0,0,10,2,0.0,1,1
1712,163,-28,17,2,4.8768,4,0
369,-18,214,57,2,6.4008,4,1
185,0,5,706,2,0.0,1,1
1628378,116,225,9,3,7.62,5,0
201579,-15,4,290,2,0.3048,1,0
1712,151,-5,331,2,4.572,4,1
203077,-228,151,207,3,8.2296,5,1
201988,-6,70,427,2,2.1336,2,0
1515,-130,168,467,2,6.4008,3,0
202689,-2,7,328,2,0.0,1,1
1626179,-90,281,265,3,8.8392,5,1
361,0,0,434,2,0.0,1,0
693,-124,156,104,2,5.7912,3,1
203992,72,246,506,3,7.62,5,1
203468,-123,132,498,2,5.486400000000001,3,1
101114,9,72,374,2,2.1336,2,0
185,119,130,500,2,5.1816,4,0
2756,0,214,496,2,6.4008,4,0
200767,0,0,426,2,0.0,1,0
202349,-134,201,47,3,7.315200000000001,5,0
1718,233,4,208,3,7.010400000000001,6,1
1897,-74,257,373,3,7.9248,5,0
1887,180,95,498,2,6.096,4,0
2207,-235,-15,153,3,7.010400000000001,6,1
1626179,-124,154,3,2,5.7912,3,0
1725,94,20,66,2,2.7432000000000003,4,0
204020,-117,225,596,3,7.62,5,1
203123,-232,14,92,3,7.010400000000001,6,1
2768,-232,17,140,3,7.010400000000001,6,0
203078,17,13,582,2,0.6096,1,0
101114,138,173,401,2,6.7056000000000004,4,1
1924,0,0,192,2,0.0,1,1
297,1,59,707,2,1.524,2,0
1737,5,5,344,2,0.0,1,1
965,-75,17,395,2,2.1336,2,0
1628386,1,6,295,2,0.0,1,0
1626164,110,26,28,2,3.3528000000000002,4,0
202330,-2,31,563,2,0.9144000000000001,1,1
2224,113,45,64,2,3.6576000000000004,4,0
1628418,-81,258,218,3,8.2296,5,0
201977,0,0,390,2,0.0,1,1
299,0,0,538,2,0.0,1,0
221,-12,28,624,2,0.9144000000000001,1,1
98,-147,38,394,2,4.572,3,1
696,30,19,193,2,0.9144000000000001,1,1
202326,1,88,386,2,2.4384,2,0
203521,-24,80,313,2,2.4384,2,0
101141,34,7,314,2,0.9144000000000001,1,1
200768,-34,15,145,2,0.9144000000000001,1,1
203186,-34,90,473,2,2.7432000000000003,2,0
2405,97,173,419,2,5.7912,4,1
2210,0,0,483,2,0.0,1,1
201577,-16,8,457,2,0.3048,1,0
436,25,25,73,2,0.9144000000000001,1,0
1628378,237,11,399,3,7.010400000000001,6,1
200768,-15,186,213,2,5.486400000000001,4,0
